emp_id,emp_name,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1899,Angela Mitchell,S006,Python,2,4,No
E3229,Austin Bennett,S007,SQL,4,2,No
E3085,Scott Mays,S012,Project Management,10,8,No
E527,George Weber,S003,Node.js,7,12,Yes
E3084,Marcus Smith,S011,Consulting Basics,5,1,Yes
E2214,Brandy Reyes,S003,Node.js,7,5,Yes
E3176,Jeanette Decker,S003,Node.js,8,8,Yes
E4215,Nancy Robinson,S008,Machine Learning,2,3,Yes
E4196,Olivia Sweeney,S008,Machine Learning,9,5,Yes
E3298,Jordan Camacho,S005,HTML/CSS,10,10,Yes
E1140,Zachary Lopez,S007,SQL,8,5,Yes
E4999,Jerry Newman,S003,Node.js,7,7,No
E3529,Jeremy Adams,S009,Data Visualization,2,3,Yes
E3400,Jennifer Ruiz,S014,Client Management,6,6,Yes
E4632,Matthew Gilbert,S009,Data Visualization,7,7,Yes
E4351,Kristen Peterson,S002,React,9,11,Yes
E3306,Paige Miller,S011,Consulting Basics,6,9,Yes
E2302,Ashley Leblanc,S008,Machine Learning,10,8,No
E366,Amy Anderson,S012,Project Management,1,4,Yes
E4388,Cynthia Johnson,S013,Financial Modeling,5,3,No
E3025,Jonathon Peterson,S012,Project Management,9,6,Yes
E1981,Gregory Warner,S009,Data Visualization,1,1,No
E1971,Amy Curry,S010,Big Data,3,2,No
E3937,Benjamin Kim,S004,Docker,3,1,Yes
E4013,Anthony Dyer,S006,Python,3,4,Yes
E1039,Laura Blackwell,S013,Financial Modeling,9,8,Yes
E4411,Melinda Carpenter,S007,SQL,8,11,No
E3953,John Ortiz,S013,Financial Modeling,4,3,Yes
E2693,Walter Coleman,S011,Consulting Basics,5,3,Yes
E1611,Kenneth Martinez,S010,Big Data,10,11,No
E2281,Erik Knight,S003,Node.js,4,2,Yes
E4826,Jennifer Booth,S005,HTML/CSS,8,6,No
E4465,Christopher Moody,S005,HTML/CSS,6,5,No
E1594,Alison Blake,S013,Financial Modeling,7,5,No
E4065,Nicholas Schroeder,S003,Node.js,2,3,Yes
E779,Paul Ayers,S013,Financial Modeling,6,12,No
E193,Austin Casey,S014,Client Management,3,4,No
E4239,Ronnie Solis,S005,HTML/CSS,6,7,Yes
E3747,Steven Suarez,S002,React,10,8,Yes
E4522,Mr. Christopher Richards,S013,Financial Modeling,8,12,No
E4055,Vincent Washington,S013,Financial Modeling,8,5,No
E1736,Alexis Brown,S013,Financial Modeling,7,9,Yes
E4173,Michael Stanton,S003,Node.js,2,2,No
E2816,Christopher Andrade,S010,Big Data,10,5,No
E2666,Maria Evans,S011,Consulting Basics,9,7,Yes
E2167,Beth Henderson,S005,HTML/CSS,3,1,Yes
E3920,Kayla Moore,S008,Machine Learning,7,9,Yes
E2522,Amy Pearson,S015,Risk Management,2,2,No
E229,Linda Shepard,S010,Big Data,8,7,Yes
E3843,Timothy Smith,S013,Financial Modeling,4,3,No
E4062,Matthew Monroe,S010,Big Data,5,1,Yes
E938,Hector Fernandez,S005,HTML/CSS,9,5,Yes
E2367,John Hernandez,S006,Python,6,10,Yes
E027,Jesus Davies,S006,Python,5,4,No
E4923,Douglas Kelly,S010,Big Data,2,3,Yes
E993,Katie Costa,S004,Docker,1,2,Yes
E1634,Andrew Taylor,S008,Machine Learning,7,11,No
E1805,Debra Tanner,S002,React,3,4,Yes
E4844,Joshua Allen,S011,Consulting Basics,4,1,Yes
E4073,Michael Jones,S015,Risk Management,7,9,Yes
E971,Aaron Castillo,S009,Data Visualization,7,10,Yes
E700,Christopher Fox,S015,Risk Management,2,1,No
E1346,Jonathan Smith,S005,HTML/CSS,3,4,Yes
E3906,Mary Lee,S012,Project Management,4,2,No
E2711,Emily Ellis,S002,React,4,4,Yes
E496,Jacqueline Martin MD,S011,Consulting Basics,2,2,No
E1849,Michael Strickland,S014,Client Management,10,10,Yes
E474,Brian Lee,S004,Docker,1,2,Yes
E1116,James Harrison,S010,Big Data,6,5,Yes
E4046,Jason Kennedy,S001,JavaScript,4,3,No
E503,Jesse Chavez,S014,Client Management,2,4,Yes
E2607,Deborah Pineda,S010,Big Data,8,7,Yes
E4947,Peter Roberts,S004,Docker,5,4,Yes
E2672,Jessica Mills,S011,Consulting Basics,8,12,Yes
E4227,Alexandria Williams,S014,Client Management,5,2,No
E1821,Anna Washington,S006,Python,3,2,No
E1868,Tyler Nixon,S001,JavaScript,5,4,No
E2205,Stephen Colon,S006,Python,7,6,Yes
E3998,Kristin Velasquez,S011,Consulting Basics,6,11,No
E3181,Eric Reilly,S008,Machine Learning,6,11,Yes
E2244,Christopher Sanchez,S005,HTML/CSS,2,3,No
E2048,Brenda Walker,S005,HTML/CSS,5,3,Yes
E2755,John Marks,S014,Client Management,7,5,Yes
E1640,Maria Henderson,S008,Machine Learning,6,7,Yes
E3993,Andrew Morgan,S004,Docker,6,5,Yes
E3254,Carol Osborne,S015,Risk Management,6,9,No
E1641,Mrs. Rebecca Beltran PhD,S002,React,1,3,No
E1899,Angela Mitchell,S010,Big Data,4,1,No
E3088,Heidi Cox,S011,Consulting Basics,4,4,No
E4401,Patricia Smith,S003,Node.js,10,10,Yes
E2193,Angelica Newman,S012,Project Management,6,6,Yes
E2268,Shawn Carter,S007,SQL,1,4,Yes
E032,David Taylor,S004,Docker,5,1,No
E1013,Andrea Fisher,S002,React,8,7,Yes
E3060,Stephanie Newton,S004,Docker,7,12,No
E877,Mrs. Anna Rhodes MD,S009,Data Visualization,10,9,No
E2564,James Gonzalez,S006,Python,9,11,No
E1359,Crystal Berry,S015,Risk Management,2,2,Yes
E1150,Matthew Donovan,S004,Docker,5,3,No
E3530,Brandon Richardson,S014,Client Management,8,9,Yes
E4556,Amy Humphrey,S009,Data Visualization,8,12,No
E4757,Tracey Herrera,S010,Big Data,10,9,No
E1295,Jason Thomas,S006,Python,2,1,Yes
E1302,Alan James,S001,JavaScript,8,10,No
E2632,Justin Watts,S014,Client Management,4,2,Yes
E099,Jeff Smith,S001,JavaScript,5,3,No
E4279,Bernard Johnson,S007,SQL,5,4,Yes
E2550,Keith Thompson,S001,JavaScript,1,2,Yes
E2914,Ashley Dawson,S003,Node.js,9,9,Yes
E890,Chad Alvarado,S014,Client Management,2,2,Yes
E2488,Paula Anderson,S004,Docker,4,2,Yes
E4629,Dr. Mary Jones,S006,Python,10,,No
E288,Michelle King,S001,JavaScript,4,3,Yes
E3143,Melody Obrien,S007,SQL,10,10,No
E2142,David Webster,S011,Consulting Basics,10,9,No
E2088,John Barton,S011,Consulting Basics,1,3,Yes
E632,Nicholas Phelps,S011,Consulting Basics,4,3,Yes
E3070,Angela Richmond,S001,JavaScript,5,3,Yes
E3685,Gabriel Hahn,S002,React,3,3,Yes
E2262,Brian Glenn,S011,Consulting Basics,4,3,No
E4184,Jeffrey Barnes,S004,Docker,1,2,Yes
E4062,Matthew Monroe,S001,JavaScript,9,12,Yes
E3607,Jill Williamson,S010,Big Data,2,1,Yes
E1887,Teresa Quinn,S010,Big Data,4,3,No
E1548,Cheryl Miller,S006,Python,10,8,No
E2280,Tammy Alexander,S013,Financial Modeling,8,7,No
E2231,Christina Vaughn,S007,SQL,7,9,Yes
E2909,Richard Hendricks,S010,Big Data,8,11,No
E3068,Brian Aguirre,S007,SQL,3,2,Yes
E467,Brooke Griffin,S001,JavaScript,1,3,Yes
E2322,Crystal Kent,S010,Big Data,2,3,Yes
E3462,Andrew Vega,S014,Client Management,8,6,No
E4258,Veronica Hood,S007,SQL,5,1,Yes
E3364,Thomas Dawson,S009,Data Visualization,6,7,Yes
E521,Mark Jackson,S002,React,9,10,No
E2206,Jonathan Edwards,S011,Consulting Basics,5,3,Yes
E1659,Nicholas Gray,S010,Big Data,6,12,No
E973,Donald Sullivan,S014,Client Management,1,3,No
E3633,Michelle Bowen,S009,Data Visualization,8,11,Yes
E357,Charlotte Rodriguez,S006,Python,8,7,No
E2332,Richard Rice,S013,Financial Modeling,3,4,No
E2253,Angela Miller,S002,React,1,2,No
E463,Wanda George,S011,Consulting Basics,7,8,Yes
E1749,Steven Hernandez,S006,Python,8,7,Yes
E4765,Katrina Oliver,S004,Docker,8,5,No
E2428,Jacob Rodriguez,S002,React,10,8,No
E4741,Carrie Cook,S008,Machine Learning,1,4,No
E1035,James Nguyen,S015,Risk Management,5,4,No
E3579,Kaitlin Hull,S008,Machine Learning,8,7,Yes
E272,Courtney Turner,S013,Financial Modeling,3,4,No
E1475,Marvin Williams,S011,Consulting Basics,10,7,Yes
E3349,Patricia Sullivan,S010,Big Data,7,6,Yes
E2921,Diana Green,S009,Data Visualization,7,6,No
E426,Julie Phillips,S003,Node.js,8,5,Yes
E4313,Eric Barrera,S006,Python,5,2,Yes
E1299,Alyssa Johnson,S002,React,5,3,Yes
E3305,Yvette Blanchard,S009,Data Visualization,8,12,Yes
E1243,Christopher Glass,S012,Project Management,7,5,Yes
E779,Paul Ayers,S004,Docker,10,7,Yes
E2313,Samantha Nelson,S003,Node.js,8,5,Yes
E2237,Andrew Gomez,S006,Python,6,12,No
E2943,Amanda Duran,S002,React,8,10,Yes
E1595,Nathan Ball,S015,Risk Management,4,1,No
E4775,Melanie Wheeler,S013,Financial Modeling,3,4,Yes
E393,Erin Jones,S007,SQL,1,1,No
E4096,Deborah Fisher,S013,Financial Modeling,3,2,No
E185,Darryl Cox,S004,Docker,4,3,No
E2877,Michael Contreras,S002,React,9,8,Yes
E3900,Melanie Simon,S009,Data Visualization,3,1,Yes
E923,Jamie Ali,S004,Docker,1,2,Yes
E2340,Tammy Stephens,S008,Machine Learning,2,2,No
E4927,Barbara Jennings,S003,Node.js,1,2,No
E1676,Duane Hansen,S013,Financial Modeling,8,5,No
E106,Sean Chavez,S015,Risk Management,4,3,No
E3672,Emily Richard,S005,HTML/CSS,2,4,Yes
E1235,Matthew Lawrence,S002,React,3,1,Yes
E3203,Heidi Smith,S013,Financial Modeling,10,11,Yes
E2540,Mason Harrison,S008,Machine Learning,9,10,Yes
E277,Edward Gonzales,S003,Node.js,10,6,Yes
E1502,Jennifer Miller,S003,Node.js,4,4,Yes
E2839,Shawn Smith,S003,Node.js,3,2,No
E3448,Cindy Brown,S003,Node.js,1,4,No
E4421,Angela Bennett,S003,Node.js,7,7,No
E1251,Joseph Walker,S002,React,1,1,No
E837,Christina Miller,S014,Client Management,5,4,No
E577,Vicki Peters,S002,React,10,9,Yes
E445,Jasmine Williams,S004,Docker,3,3,Yes
E2590,Nicholas Kim,S014,Client Management,4,3,No
E3652,Gary Mendoza,S006,Python,9,8,No
E234,Deborah Blackwell,S007,SQL,7,12,Yes
E4629,Dr. Mary Jones,S010,Big Data,9,5,Yes
E3025,Jonathon Peterson,S002,React,3,4,No
E523,Dr. Ronald Brady,S005,HTML/CSS,7,11,Yes
E3807,Jason Patterson,S012,Project Management,6,11,Yes
E438,Nicholas Matthews,S007,SQL,1,2,No
E219,Amy Carter,S014,Client Management,5,2,No
E1344,Barbara Barnett,S009,Data Visualization,4,3,No
E3791,Ms. Laura Jones,S008,Machine Learning,3,1,Yes
E1783,Christopher Hale,S015,Risk Management,6,12,No
E166,John Hill,S012,Project Management,8,10,Yes
E2949,Michael Phillips,S003,Node.js,7,10,No
E2844,Douglas Thompson,S009,Data Visualization,10,5,Yes
E3592,Joanne Armstrong,S011,Consulting Basics,5,1,Yes
E510,Michael Valdez,S009,Data Visualization,1,3,No
E4728,Jeffrey Peters,S014,Client Management,7,9,No
E4397,Yvonne Martinez,S004,Docker,10,9,No
E1729,Elizabeth Baker,S011,Consulting Basics,2,3,Yes
E437,Christina Sanders,S013,Financial Modeling,6,11,Yes
E4615,Todd Strong,S004,Docker,7,5,Yes
E1804,Michael Brown,S009,Data Visualization,4,1,No
E2725,Amanda Reed,S003,Node.js,9,11,No
E1158,Mary Crawford,S004,Docker,1,4,Yes
E4851,Ronald Carey,S010,Big Data,4,4,No
E2297,Brenda Matthews,S001,JavaScript,2,2,No
E990,Justin Mays,S003,Node.js,2,3,No
E1575,Kristi Nguyen,S008,Machine Learning,3,1,No
E4904,Gina Hancock,S003,Node.js,8,11,No
E4215,Nancy Robinson,S015,Risk Management,3,1,Yes
E2374,Brian Chapman,S010,Big Data,6,8,Yes
E3458,Priscilla Long,S002,React,5,4,Yes
E4481,Austin Durham,S008,Machine Learning,7,6,No
E3283,Sharon Clark,S010,Big Data,2,2,Yes
E2370,Jay Hall,S008,Machine Learning,2,2,No
E1696,Robert Woodard,S012,Project Management,1,2,No
E4602,Andrew Morris,S015,Risk Management,4,3,Yes
E4430,Veronica Jensen,S004,Docker,4,1,No
E3379,Phillip Johnson,S012,Project Management,9,7,No
E3136,Mr. Corey Tanner,S006,Python,4,4,No
E4916,Matthew Sullivan,S005,HTML/CSS,7,9,Yes
E2950,Alex Lamb,S015,Risk Management,10,6,Yes
E3140,Rachel Gallagher,S013,Financial Modeling,6,9,Yes
E2516,Katherine James,S014,Client Management,2,2,Yes
E2473,Steven Nunez,S002,React,1,3,Yes
E4540,Dr. Lori Burton,S009,Data Visualization,9,12,Yes
E3346,Sara Roberts DDS,S010,Big Data,4,2,No
E3132,Kevin Fuentes,S006,Python,1,3,Yes
E820,Mrs. Brandi Barker,S006,Python,7,5,No
E3118,Aaron James,S015,Risk Management,7,9,Yes
E1096,Christina Jacobs,S004,Docker,5,1,No
E2368,Nicole Orozco,S010,Big Data,2,1,Yes
E385,Marco Gonzalez,S006,Python,2,1,Yes
E2809,Ashley Hill,S008,Machine Learning,1,4,Yes
E4401,Patricia Smith,S011,Consulting Basics,7,11,No
E1993,Kendra Cantu,S004,Docker,10,6,Yes
E107,Richard Pittman,S009,Data Visualization,9,9,Yes
E3850,Matthew Rogers,S005,HTML/CSS,2,4,Yes
E1907,Logan Montgomery,S012,Project Management,1,3,No
E4378,Brianna Davis,S014,Client Management,8,7,Yes
E446,Oscar Rogers,S002,React,7,8,Yes
E100,William Sanchez,S014,Client Management,6,10,Yes
E4122,Heidi Boyd,S001,JavaScript,,1,No
E3597,Nicholas Miller,S002,React,8,5,Yes
E2767,William Wells,S012,Project Management,3,2,Yes
E3349,Patricia Sullivan,S004,Docker,8,7,Yes
E1121,Dawn Fischer,S006,Python,4,4,No
E1328,Andrew Simmons,S013,Financial Modeling,7,10,No
E3350,Ruth Davis,S008,Machine Learning,2,1,Yes
E2887,Brandon Nguyen,S007,SQL,6,5,Yes
E1168,James Patterson,S003,Node.js,5,4,No
E3899,Krystal Best,S015,Risk Management,8,9,Yes
E1413,Ricardo Sullivan,S014,Client Management,4,2,Yes
E4601,James Swanson,S012,Project Management,10,5,Yes
E4578,Tara Jordan,S003,Node.js,7,5,No
E3215,Michael Moore,S003,Node.js,5,4,Yes
E3463,Emily Johnson,S015,Risk Management,9,9,Yes
E615,Julie Sanchez,S008,Machine Learning,7,12,No
E2386,Devin Andrews,S012,Project Management,2,1,Yes
E1668,Renee Martinez,S014,Client Management,9,8,No
E2392,Joyce Meadows,S013,Financial Modeling,1,4,Yes
E521,Mark Jackson,S006,Python,3,2,Yes
E4315,Courtney Griffith,S003,Node.js,3,4,No
E3706,Steven Smith,S003,Node.js,7,10,Yes
E2572,Shelby Jenkins,S014,Client Management,9,7,No
E1103,Gary Evans,S003,Node.js,10,12,Yes
E4747,Chad Jackson,S001,JavaScript,8,6,No
E3799,Jennifer Mccoy,S007,SQL,4,3,Yes
E919,Austin Williams,S015,Risk Management,4,3,No
E4068,Christopher Johnson,S006,Python,8,9,No
E017,Travis Moore,S015,Risk Management,3,2,No
E2788,Amanda Washington,S004,Docker,1,2,No
E326,Nathan Jones,S009,Data Visualization,9,8,No
E583,Kristin Thomas,S010,Big Data,1,3,No
E2795,Jennifer Barry,S002,React,7,9,No
E1320,Morgan Sherman,S009,Data Visualization,1,3,No
E126,Mrs. Jamie Foley,S015,Risk Management,9,7,Yes
E248,Tara Frederick,S007,SQL,1,3,No
E3149,Sylvia David,S010,Big Data,2,4,No
E409,Richard Brooks,S012,Project Management,8,7,Yes
E1623,Eugene Snyder,S012,Project Management,4,2,Yes
E4885,Kevin Dixon,S005,HTML/CSS,7,10,Yes
E3931,Tammy Quinn,S007,SQL,1,1,No
E3273,Jonathan Booker,S008,Machine Learning,7,9,No
E3898,Alan King,S008,Machine Learning,6,6,Yes
E332,Jessica Alexander,S013,Financial Modeling,10,5,Yes
E1134,Thomas Bell,S014,Client Management,1,1,Yes
E1848,Christina Welch,S010,Big Data,1,3,No
E2978,Antonio Mcdaniel,S013,Financial Modeling,,2,Yes
E3361,Leslie Elliott,S005,HTML/CSS,8,10,No
E4037,Xavier Dixon,S007,SQL,3,3,Yes
E1717,Joyce Warner,S015,Risk Management,5,4,No
E2399,Diamond Paul,S012,Project Management,5,1,No
E2757,Jonathan Moreno,S009,Data Visualization,8,9,Yes
E1414,Jose Johnson,S010,Big Data,9,7,No
E2105,Jason Rodriguez,S008,Machine Learning,2,2,No
E2076,Mia Carpenter,S014,Client Management,3,1,No
E4130,Gregory Lawrence,S006,Python,7,9,No
E575,Melinda Mills,S003,Node.js,9,11,Yes
E2905,Lisa Gonzales,S008,Machine Learning,6,6,Yes
E4506,Curtis Hernandez,S007,SQL,2,4,Yes
E2994,Daniel Golden,S015,Risk Management,7,6,No
E121,Danielle Ingram,S012,Project Management,6,5,Yes
E4763,Rachel Stephens,S009,Data Visualization,9,8,No
E1151,Melissa Lopez,S004,Docker,4,4,Yes
E4001,Brianna Weiss,S015,Risk Management,10,11,No
E4492,Jesse Thompson,S007,SQL,10,9,Yes
E914,Jack Smith,S009,Data Visualization,4,2,Yes
E1126,Anthony Horton,S005,HTML/CSS,3,3,Yes
E1751,Johnathan Moran,S011,Consulting Basics,2,4,Yes
E3000,Mark Ross,S013,Financial Modeling,1,2,Yes
E3144,Elizabeth Gardner,S012,Project Management,6,10,No
E2475,Tiffany Khan,S011,Consulting Basics,10,8,No
E4993,Sandra Charles,S011,Consulting Basics,4,1,Yes
E1205,Michael Thomas,S008,Machine Learning,10,11,Yes
E3422,Jon Leach,S001,JavaScript,8,10,No
E4093,Susan Coleman,S014,Client Management,2,1,No
E3232,Denise Terry,S015,Risk Management,10,12,No
E4599,Marisa Allen,S011,Consulting Basics,9,10,No
E2392,Joyce Meadows,S009,Data Visualization,6,11,No
E738,Henry Jordan,S008,Machine Learning,8,11,No
E1162,Victor Huerta,S004,Docker,3,4,No
E2018,Jessica Arroyo,S003,Node.js,8,5,Yes
E4656,Joseph Sandoval,S008,Machine Learning,10,10,No
E4382,Brandon Collier,S013,Financial Modeling,10,12,Yes
E1475,Marvin Williams,S011,Consulting Basics,4,1,No
E3388,Stephanie Michael,S006,Python,4,2,No
E1959,Joshua Jennings,S005,HTML/CSS,9,8,No
E4565,Javier Torres,S012,Project Management,1,4,Yes
E235,Edward Cook,S001,JavaScript,4,2,No
E2120,Molly Johnson,S008,Machine Learning,9,7,No
E533,Jacob Farmer,S006,Python,10,12,No
E1801,Tina Trujillo,S014,Client Management,6,7,Yes
E1143,Michael Cruz,S014,Client Management,10,7,No
E717,Zachary Brown,S010,Big Data,4,2,Yes
E1368,Jeffrey Wheeler,S005,HTML/CSS,8,12,No
E1603,Megan Donaldson,S015,Risk Management,9,10,Yes
E1381,Adam Ramos,S015,Risk Management,3,2,Yes
E1743,Daniel Williams,S007,SQL,9,6,Yes
E2896,Terry Briggs,S003,Node.js,1,2,No
E4368,Cheryl Marshall,S003,Node.js,9,5,No
E3791,Ms. Laura Jones,S003,Node.js,4,2,No
E599,Jessica Campbell,S008,Machine Learning,4,2,Yes
E3748,Holly Blankenship,S004,Docker,2,1,No
E3429,Gavin Wright,S015,Risk Management,3,4,Yes
E909,Kristen Suarez,S014,Client Management,9,7,No
E466,Laura Hamilton,S008,Machine Learning,4,1,No
E445,Jasmine Williams,S009,Data Visualization,4,4,Yes
E670,Jennifer Burton,S015,Risk Management,4,2,No
E1398,Michael Hanson,S009,Data Visualization,7,10,No
E1651,Matthew Jackson,S013,Financial Modeling,1,4,No
E2784,Sharon Thompson,S006,Python,10,10,Yes
E4498,Kenneth Thomas,S006,Python,1,1,No
E4019,Jonathan Turner,S005,HTML/CSS,9,7,No
E1926,Lisa Singh,S003,Node.js,1,1,No
E3744,Robert Ellis,S015,Risk Management,5,4,Yes
E936,Joanna Kelley,S013,Financial Modeling,8,6,No
E4503,Marie Benton,S003,Node.js,2,3,No
E493,Cameron Thomas,S010,Big Data,8,7,Yes
E2164,Robert Padilla,S009,Data Visualization,3,3,Yes
E1896,Brian Adams,S011,Consulting Basics,3,1,No
E397,Lisa Peters,S005,HTML/CSS,4,1,Yes
E1123,James Washington,S008,Machine Learning,3,1,Yes
E3782,Kimberly Parsons,S007,SQL,5,2,Yes
E426,Julie Phillips,S010,Big Data,4,1,Yes
E153,Luis Wilson,S009,Data Visualization,6,6,No
E2663,Sheryl Graves,S012,Project Management,1,4,No
E701,Frederick Davis,S014,Client Management,9,7,Yes
E2046,Hannah White,S007,SQL,2,2,No
E694,Timothy Robles,S004,Docker,1,1,Yes
E3728,Emma Santos DVM,S010,Big Data,6,12,Yes
E3935,Joseph Russell,S007,SQL,2,4,No
E4058,Ruth Williams,S011,Consulting Basics,6,8,Yes
E4649,Jennifer Wiggins,S006,Python,3,1,No
E2867,Kelly Rocha,S006,Python,3,4,Yes
E3924,Brett Jones,S004,Docker,4,2,Yes
E3066,Candace West,S014,Client Management,4,1,Yes
E2895,Jason Dunn,S009,Data Visualization,4,1,Yes
E4809,Jill Patrick,S015,Risk Management,10,8,Yes
E4511,Michelle Mcintyre,S012,Project Management,4,2,Yes
E1624,Natasha Burns,S004,Docker,10,12,No
E4513,Cesar Ellis,S009,Data Visualization,10,6,No
E2743,Nathaniel Lewis,S013,Financial Modeling,7,8,Yes
E2711,Emily Ellis,S014,Client Management,1,4,Yes
E2130,Nathan Cooper,S002,React,4,4,No
E2352,Micheal Doyle,S008,Machine Learning,2,4,No
E634,Joshua Johns,S012,Project Management,4,4,Yes
E4225,Cory Perez,S001,JavaScript,9,6,Yes
E3116,Dr. Bridget Jimenez MD,S005,HTML/CSS,6,8,Yes
E1583,Jason Cox,S008,Machine Learning,10,8,No
E4851,Ronald Carey,S015,Risk Management,9,8,Yes
E2456,Anthony Mueller,S005,HTML/CSS,10,11,
E4361,Theresa Garcia,S015,Risk Management,3,2,Yes
E1103,Gary Evans,S014,Client Management,8,5,Yes
E3586,Matthew Jackson,S006,Python,3,4,No
E4165,Kathleen Sampson,S005,HTML/CSS,8,5,No
E703,James Wood,S008,Machine Learning,9,10,Yes
E3596,Melanie Lee,S010,Big Data,2,2,Yes
E3880,John Gomez,S002,React,8,10,Yes
E4149,George Olsen,S011,Consulting Basics,4,1,Yes
E4205,Rachael Ward,S007,SQL,4,4,Yes
E4422,Kerry Brooks,S007,SQL,5,1,No
E732,Dalton Gilmore,S004,Docker,1,4,No
E3145,Kelly Neal,S011,Consulting Basics,5,1,No
E1478,Andrea Castro,S010,Big Data,8,8,No
E2506,Jennifer Baker,S010,Big Data,5,3,No
E3915,Dylan Tucker,S001,JavaScript,7,9,No
E3504,Joshua Garcia,S006,Python,7,7,No
E468,Regina Wilson,S012,Project Management,8,11,No
E3437,Aaron Nguyen,S010,Big Data,3,3,No
E264,Jessica Chen,S011,Consulting Basics,10,9,No
E1306,Anne Torres,S008,Machine Learning,10,10,Yes
E4220,Kenneth Navarro,S014,Client Management,4,3,No
E2576,Danielle Perez,S004,Docker,1,2,No
E800,Melissa Stanton,S005,HTML/CSS,3,4,No
E3489,Tamara Shepherd,S001,JavaScript,1,3,Yes
E2556,Samantha Reyes,S008,Machine Learning,4,2,No
E2237,Andrew Gomez,S004,Docker,2,3,No
E3298,Jordan Camacho,S002,React,2,2,No
E268,Heidi Rodriguez,S007,SQL,2,1,Yes
E109,Kevin Lopez,S010,Big Data,4,2,No
E1740,Kristin Douglas,S013,Financial Modeling,10,6,No
E4366,Johnny Horton,S006,Python,5,2,No
E1233,Autumn Shepherd,S006,Python,2,1,Yes
E2248,Timothy Phillips,S013,Financial Modeling,6,5,Yes
E531,Walter Johnson,S012,Project Management,6,6,No
E605,Christian Ross,S009,Data Visualization,8,10,Yes
E2381,Charles Miller,S012,Project Management,8,11,Yes
E1377,Jacob Nguyen,S008,Machine Learning,8,9,No
E983,Billy Williams,S009,Data Visualization,5,1,Yes
E118,Kenneth Harris,S010,Big Data,6,12,Yes
E1041,Michael Hatfield,S014,Client Management,9,10,No
E1377,Jacob Nguyen,S010,Big Data,1,4,No
E3061,David Lewis,S012,Project Management,8,12,No
E1336,Jennifer Baker,S010,Big Data,6,7,Yes
E3314,Nicole Mcfarland,S008,Machine Learning,1,3,Yes
E1629,Christopher Leonard,S001,JavaScript,10,10,Yes
E4678,Elizabeth Nguyen,S013,Financial Modeling,1,4,No
E1306,Anne Torres,S015,Risk Management,5,2,No
E1873,Julie Lopez PhD,S008,Machine Learning,10,6,No
E936,Joanna Kelley,S014,Client Management,9,5,Yes
E1842,Rebecca Anderson,S002,React,7,12,No
E1262,Linda Bright,S011,Consulting Basics,3,1,Yes
E1075,Timothy Johnson,S006,Python,8,8,No
E4573,Michael Lewis MD,S013,Financial Modeling,2,3,No
E009,Alisha Brown,S015,Risk Management,4,3,No
E1762,Lisa Hendricks,S002,React,9,9,Yes
E4406,Ashley Hicks,S001,JavaScript,7,10,No
E3533,Stephanie Johnson,S015,Risk Management,3,2,Yes
E2347,Zachary Wheeler,S007,SQL,9,5,No
E1294,Sara Roberts,S005,HTML/CSS,7,6,Yes
E2068,Scott Marquez,S011,Consulting Basics,4,3,Yes
E2526,Jason Davidson,S001,JavaScript,6,6,No
E4745,Gordon Williams,S005,HTML/CSS,9,7,Yes
E2511,Alexander Kelly,S004,Docker,8,11,Yes
E2063,Joel Evans,S005,HTML/CSS,4,3,Yes
E3575,Frank Patterson,S008,Machine Learning,10,11,Yes
E1402,Allison Gallagher,S013,Financial Modeling,10,9,No
E2276,Amber Austin,S002,React,4,1,No
E879,Jeff Jones,S013,Financial Modeling,5,4,No
E2576,Danielle Perez,S011,Consulting Basics,2,4,No
E3626,Stephanie Mccarthy,S005,HTML/CSS,3,2,Yes
E2687,Kathleen Garcia,S003,Node.js,2,3,No
E690,Keith Davis DDS,S011,Consulting Basics,7,9,Yes
E1510,Amber Smith,S010,Big Data,6,6,No
E2223,Jacob Farmer,S007,SQL,4,2,No
E3023,Brittany Fernandez,S014,Client Management,3,3,Yes
E1358,Allison Salazar,S006,Python,9,11,Yes
E553,Johnny Perez,S010,Big Data,4,3,No
E1210,Donna Schneider,S010,Big Data,10,6,Yes
E2121,Michael Schmidt,S005,HTML/CSS,1,1,No
E1709,Christine Dalton,S001,JavaScript,2,3,No
E221,Jordan Spencer,S005,HTML/CSS,4,4,No
E2831,Brandon Chavez,S011,Consulting Basics,1,3,Yes
E494,Monica Harris,S015,Risk Management,10,10,Yes
E3017,Larry Velasquez,S014,Client Management,6,10,Yes
E4021,Dana Walker,S011,Consulting Basics,7,12,Yes
E4893,Kimberly Lopez,S008,Machine Learning,3,1,Yes
E4822,Bailey Anderson,S001,JavaScript,3,3,No
E177,Antonio White,S006,Python,3,2,No
E4976,Monica Garcia,S009,Data Visualization,8,6,Yes
E1672,Matthew May,S007,SQL,9,5,No
E4380,Bryce Hernandez,S014,Client Management,3,4,Yes
E766,Taylor Wolf,S011,Consulting Basics,4,1,Yes
E4941,Mary Williamson,S015,Risk Management,8,5,No
E3353,Melissa Benjamin,S008,Machine Learning,2,,Yes
E975,Colleen Hall,S012,Project Management,6,7,Yes
E380,Lori Adams,S015,Risk Management,10,12,No
E3955,John Cervantes,S010,Big Data,4,1,No
E2624,Albert Hopkins,S014,Client Management,8,8,No
E380,Lori Adams,S008,Machine Learning,5,1,No
