emp_id,emp_name,T_id,T_name,project_score,hackerrank_score,completed
E2208,Sierra Olson,T1135,Consulting Essentials,49,64,1
E360,Dustin Hanson,T1136,Data Science Bootcamp,49,64,1
E4951,Roy Best,T1137,Advanced JavaScript,80,50,1
E2167,Beth Henderson,T1138,Advanced JavaScript,3,29,0
E3657,Jennifer Miller,T1139,Client Relationship Management,62,83,1
E1555,Sarah Fleming,T1140,Data Science Bootcamp,27,16,0
E2928,Joshua Myers,T1141,Project Management for Consultants,14,7,0
E499,Dana Hill,T1142,Client Relationship Management,50,58,1
E1431,Steven Davis,T1143,Advanced Data Visualization,3,58,1
E2257,Dorothy Chase,T1144,DevOps with Docker,78,32,1
E851,Michael Anthony,T1145,Data Science Bootcamp,11,16,0
E1296,James Martinez,T1146,SQL Mastery,40,11,0
E1893,Timothy Thompson,T1147,Project Management for Consultants,20,47,1
E714,Ryan Martinez,T1148,Machine Learning Basics,35,0,0
E3356,Sara Guzman,T1149,React and Redux,62,48,1
E3084,Marcus Smith,T1150,Full-Stack Web Development,8,24,0
E2180,Crystal Morgan,T1151,DevOps with Docker,1,10,0
E4065,Nicholas Schroeder,T1152,Consulting Essentials,36,35,0
E3400,Jennifer Ruiz,T1153,DevOps with Docker,16,83,0
E3381,Jade Hughes,T1154,SQL Mastery,2,63,1
E023,Laurie Johnson,T1155,Machine Learning Basics,58,18,1
E1111,Joseph Pena II,T1156,React and Redux,40,1,0
E4714,Rachel Jones,T1157,Python for Data Analysis,48,73,1
E768,Nicholas Crawford,T1158,Financial Modeling,25,43,1
E1276,Brandon Shah,T1159,Advanced JavaScript,47,12,1
E199,Stephen Davis,T1160,Node.js Masterclass,20,30,0
E420,Rebecca Hays,T1161,Node.js Masterclass,30,7,0
E333,Tiffany Peters,T1162,DevOps with Docker,9,7,0
E020,Aaron Miller,T1163,SQL Mastery,10,40,0
E2361,Catherine Castro,T1164,Python for Data Analysis,71,36,1
E1962,Nancy Davis,T1165,Advanced Data Visualization,12,33,0
E2245,Melissa Lamb,T1166,React and Redux,20,36,0
E132,Paula Camacho,T1167,Full-Stack Web Development,31,0,0
E4454,Robert Miranda,T1168,SQL Mastery,34,19,0
E1242,Jacob Romero,T1169,Node.js Masterclass,83,38,1
E2208,Sierra Olson,T1170,Project Management for Consultants,71,93,1
E3464,Robert Stephens,T1171,Advanced Data Visualization,9,45,1
E3150,Deborah Diaz,T1172,Data Science Bootcamp,81,53,1
E3037,Jordan Dunlap,T1173,Node.js Masterclass,60,46,1
E336,Jerry Mathews,T1174,Data Science Bootcamp,6,27,0
E3977,James Ellis,T1175,Full-Stack Web Development,88,71,1
E617,David Perez,T1176,Machine Learning Basics,98,47,0
E832,Hector Walsh,T1177,Business Process Management,64,72,1
E4287,Tammy Moran,T1178,Machine Learning Basics,56,2,1
E1871,Phillip Sanders,T1179,SQL Mastery,26,2,0
E1790,Matthew Kramer,T1180,SQL Mastery,17,1,0
E3083,Christine Ward,T1181,React and Redux,36,14,1
E2060,Derrick Mcclure,T1182,Advanced Data Visualization,25,4,0
E2684,Morgan Chandler,T1183,Machine Learning Basics,50,19,1
E2129,Melissa Grant,T1184,Full-Stack Web Development,90,84,0
E1439,Samuel Sellers,T1185,DevOps with Docker,26,10,0
E3111,Kimberly Nash,T1186,Client Relationship Management,75,8,1
E1643,Mario Cross,T1187,Business Process Management,19,9,0
E4250,Sharon Ortega,T1188,Machine Learning Basics,20,73,1
E3327,Michael Jackson,T1189,Advanced Data Visualization,55,9,1
E4216,Barry Conner,T1190,Node.js Masterclass,95,61,0
E1827,Daniel Ramos,T1191,DevOps with Docker,84,26,1
E2284,Nicholas Bell,T1192,React and Redux,36,39,0
E541,Ryan Bell,T1193,Data Science Bootcamp,15,32,0
E1790,Matthew Kramer,T1194,Machine Learning Basics,100,57,1
E2906,Nicholas Lyons,T1195,Advanced JavaScript,23,75,1
E2995,Katie Bowers,T1196,React and Redux,16,22,0
E1021,Joseph Hendricks,T1197,Node.js Masterclass,70,4,1
E2398,Justin Ross,T1198,SQL Mastery,40,19,1
E2168,Charles Adams,T1199,Node.js Masterclass,10,17,1
E881,Daniel Scott,T1200,SQL Mastery,14,5,1
E3636,Phillip Hale,T1201,Python for Data Analysis,67,59,1
E1222,Jennifer Glass DDS,T1202,Full-Stack Web Development,34,21,0
E3023,Brittany Fernandez,T1203,Business Process Management,27,27,0
E1699,Jennifer Warren,T1204,DevOps with Docker,94,48,1
E094,Aaron Brooks,T1205,Python for Data Analysis,28,40,0
E3334,Sheila Choi,T1206,DevOps with Docker,18,12,0
E2133,Tammy Carter,T1207,Advanced JavaScript,48,76,1
E3681,Maria Solomon,T1208,Advanced Data Visualization,45,6,1
E3292,Mary Thompson,T1209,Data Science Bootcamp,10,80,1
E3073,Jennifer Lozano,T1210,Project Management for Consultants,17,11,0
E275,Nicholas Jones,T1211,DevOps with Docker,16,81,1
E2534,Rachel Guzman,T1212,Project Management for Consultants,73,3,1
E3553,Jacqueline Fischer,T1213,Data Science Bootcamp,17,36,0
E841,Alexandria Clark,T1214,Advanced Data Visualization,98,84,1
E105,Chelsea Anderson,T1215,Advanced Data Visualization,31,21,0
E1511,Michael Martinez,T1216,Machine Learning Basics,21,64,1
E2401,Robin Jenkins,T1217,Full-Stack Web Development,22,60,1
E3736,Brian Walker,T1218,Business Process Management,78,49,1
E3681,Maria Solomon,T1219,DevOps with Docker,76,81,1
E3932,Tara Brown,T1220,Financial Modeling,44,78,1
E675,Amy Rivas,T1221,Data Science Bootcamp,20,25,0
E323,John Harris,T1222,Business Process Management,44,75,1
E2255,Douglas Barnes,T1223,Machine Learning Basics,0,2,1
E2317,Brittany Smith,T1224,React and Redux,2,83,0
E3453,Kristina Reynolds,T1225,SQL Mastery,7,12,0
E3252,Erin Gonzalez,T1226,Advanced Data Visualization,12,22,0
E2460,Nicholas Gould,T1227,Data Science Bootcamp,14,2,0
E4465,Christopher Moody,T1228,SQL Mastery,14,36,0
E2873,Mitchell Crawford,T1229,Full-Stack Web Development,22,30,0
E3103,Amber Rodriguez,T1230,Data Science Bootcamp,41,44,1
E141,Emily Solomon,T1231,Machine Learning Basics,15,52,1
E617,David Perez,T1232,Python for Data Analysis,33,17,0
E3043,Lisa Anderson,T1233,Financial Modeling,68,27,1
E3762,Beverly Atkinson,T1234,Machine Learning Basics,35,3,1
E071,Jill Gonzalez,T1235,Consulting Essentials,12,7,0
E2761,Robert Woodard,T1236,Python for Data Analysis,30,38,0
E1964,Justin Dean,T1237,Python for Data Analysis,39,1,0
E2527,Kimberly Jackson,T1238,Consulting Essentials,99,45,1
E326,Nathan Jones,T1239,Advanced JavaScript,91,24,1
E3112,Brian Hernandez,T1240,Python for Data Analysis,37,4,0
E3687,Craig Nunez,T1241,Advanced JavaScript,16,6,0
E4513,Cesar Ellis,T1242,Node.js Masterclass,34,27,0
E1756,Matthew Young,T1243,Advanced Data Visualization,19,10,0
E1849,Michael Strickland,T1244,Advanced JavaScript,85,68,1
E2209,Benjamin Ward,T1245,Client Relationship Management,39,38,0
E2496,Daniel Wise,T1246,Data Science Bootcamp,1,100,1
E2646,Holly Bailey,T1247,Node.js Masterclass,20,39,0
E1242,Jacob Romero,T1248,Machine Learning Basics,27,3,0
E4945,Brittney Collins,T1249,Node.js Masterclass,2,31,0
E3676,Alex Young,T1250,Python for Data Analysis,45,29,1
E4932,Jason Mendoza,T1251,Node.js Masterclass,5,18,0
E2266,Ryan Palmer,T1252,SQL Mastery,20,42,1
E039,Audrey Sanchez,T1253,Full-Stack Web Development,26,2,0
E1343,Tamara Edwards,T1254,Data Science Bootcamp,58,35,1
E4241,Roger Lynch,T1255,Financial Modeling,32,3,0
E3035,Rebecca Cortez,T1256,Node.js Masterclass,51,97,1
E3792,Todd Erickson,T1257,SQL Mastery,44,35,1
E4758,Lauren Martinez,T1258,DevOps with Docker,39,8,0
E4639,Samantha Jones,T1259,Node.js Masterclass,36,1,0
E2880,Janet Ward,T1260,Financial Modeling,26,37,1
E2289,Robert Freeman,T1261,Machine Learning Basics,5,4,0
E532,Daniel Rivas,T1262,Business Process Management,33,9,0
E1325,Kevin Manning,T1263,Python for Data Analysis,17,31,1
E1552,David Drake,T1264,SQL Mastery,12,8,1
E1737,Tiffany Trevino,T1265,Financial Modeling,81,3,1
E2747,Priscilla Miller,T1266,Advanced Data Visualization,14,16,0
E3089,Robert Serrano,T1267,Node.js Masterclass,15,60,1
E4116,Shelby Ballard,T1268,Node.js Masterclass,33,21,0
E196,James Williams,T1269,Python for Data Analysis,39,46,1
E877,Mrs. Anna Rhodes MD,T1270,SQL Mastery,0,99,1
E2190,Timothy Mata,T1271,Machine Learning Basics,22,28,0
E1495,Joshua Scott,T1272,Python for Data Analysis,29,76,1
E1360,Manuel Thompson,T1273,React and Redux,97,60,1
E4717,Jessica Nguyen,T1274,Financial Modeling,51,60,1
E2521,Trevor Bell,T1275,Python for Data Analysis,7,4,0
E1761,Jesus Davis,T1276,Machine Learning Basics,92,94,1
E164,Joshua Daugherty,T1277,DevOps with Docker,26,45,1
E390,Justin Perez DDS,T1278,Data Science Bootcamp,1,35,0
E1534,Alyssa Foster,T1279,Financial Modeling,26,20,1
E2543,Brian Cervantes,T1280,Financial Modeling,11,2,0
E2570,Chad Drake,T1281,SQL Mastery,53,94,1
E1440,Michael Lucas,T1282,React and Redux,23,15,0
E3418,Hannah Parker,T1283,Financial Modeling,34,46,1
E3172,Savannah Ramirez,T1284,SQL Mastery,63,84,1
E330,Ruth Wright,T1285,Python for Data Analysis,11,64,0
E230,John Gordon,T1286,Node.js Masterclass,16,60,1
E4425,Walter Parker,T1287,Data Science Bootcamp,1,25,0
E479,Crystal Sanchez,T1288,Business Process Management,35,6,0
E4557,Laurie Hernandez,T1289,SQL Mastery,58,59,1
E4206,Jeffrey Gilbert,T1290,SQL Mastery,25,80,1
E4458,Amy Nolan,T1291,DevOps with Docker,24,31,0
E4093,Susan Coleman,T1292,Client Relationship Management,10,3,0
E2812,Audrey Schwartz,T1293,Project Management for Consultants,96,61,1
E2545,Stephanie Bennett,T1294,SQL Mastery,7,16,0
E2397,Amber Lawrence,T1295,Project Management for Consultants,56,84,1
E154,Bridget Brown,T1296,Python for Data Analysis,1,9,0
E2986,Melissa Miller,T1297,Advanced Data Visualization,39,33,0
E3676,Alex Young,T1298,Data Science Bootcamp,47,42,1
E2982,Lisa Mcgee,T1299,SQL Mastery,68,9,1
E3499,Greg Leblanc,T1300,Project Management for Consultants,9,5,0
E2561,Alice Williams,T1301,Full-Stack Web Development,23,25,0
E3699,Robin Thompson,T1302,Machine Learning Basics,8,9,0
E926,Jonathan Morton,T1303,Machine Learning Basics,29,75,1
E4545,Jean Stuart,T1304,React and Redux,21,24,0
E2246,John Harris,T1305,React and Redux,40,79,0
E3252,Erin Gonzalez,T1306,Client Relationship Management,11,48,1
E164,Joshua Daugherty,T1307,Advanced Data Visualization,7,16,0
E1959,Joshua Jennings,T1308,Project Management for Consultants,68,83,1
E518,Sandra Garcia,T1309,DevOps with Docker,44,79,0
E1062,Jonathan Cardenas,T1310,DevOps with Docker,91,52,1
E4573,Michael Lewis MD,T1311,Consulting Essentials,66,10,1
E2084,Daniel Richardson,T1312,DevOps with Docker,30,19,1
E4412,James Martin,T1313,Consulting Essentials,42,72,0
E3586,Matthew Jackson,T1314,Advanced Data Visualization,76,86,0
E4507,Jose White,T1315,Machine Learning Basics,1,38,1
E2791,Jill Jordan,T1316,Advanced Data Visualization,16,0,0
E4826,Jennifer Booth,T1317,React and Redux,51,56,1
E508,Doris Carey,T1318,Python for Data Analysis,51,44,1
E093,Emily Miller,T1319,Node.js Masterclass,31,80,1
E1236,Robert Valdez,T1320,Client Relationship Management,9,43,1
E1672,Matthew May,T1321,Advanced JavaScript,58,2,1
E4385,Dennis Greene,T1322,SQL Mastery,5,36,0
E3697,Sara Watson,T1323,DevOps with Docker,89,75,1
E1877,Sandra Walton MD,T1324,Full-Stack Web Development,87,28,1
E943,Christina Brown,T1325,Data Science Bootcamp,28,27,0
E2987,Kaitlin Henderson,T1326,React and Redux,1,73,1
E1185,Nathan Rogers,T1327,Machine Learning Basics,16,66,1
E4206,Jeffrey Gilbert,T1328,React and Redux,99,42,1
E2758,Kimberly Montgomery,T1329,DevOps with Docker,10,34,0
E299,Anthony Davidson,T1330,React and Redux,16,9,1
E3963,Jeffrey Hernandez,T1331,Project Management for Consultants,15,5,0
E2208,Sierra Olson,T1332,Full-Stack Web Development,16,2,0
E2372,Kelly Butler,T1333,Node.js Masterclass,22,10,0
E2553,Peter Williams,T1334,Machine Learning Basics,89,83,1
E4571,Susan Burch,T1335,Advanced Data Visualization,91,92,1
E3224,Jaime Price,T1336,Project Management for Consultants,68,81,1
E3427,Michael Lopez,T1337,Data Science Bootcamp,11,25,0
E4073,Michael Jones,T1338,Node.js Masterclass,74,97,1
E2671,Jamie Ayers,T1339,Data Science Bootcamp,6,20,0
E4704,Sabrina Johnson,T1340,Advanced JavaScript,90,29,1
E4903,Jason Williams,T1341,Consulting Essentials,90,13,0
E1108,Martin Ashley,T1342,Advanced JavaScript,25,13,0
E4513,Cesar Ellis,T1343,Data Science Bootcamp,64,14,1
E2245,Melissa Lamb,T1344,Data Science Bootcamp,34,43,1
E1956,Cassandra Adams,T1345,Advanced Data Visualization,58,35,1
E3408,Debra Romero,T1346,Node.js Masterclass,18,79,1
E2405,Brenda Miller,T1347,Data Science Bootcamp,70,11,1
E4918,Ronald Luna,T1348,DevOps with Docker,68,15,1
E4700,Kyle Blankenship,T1349,DevOps with Docker,17,70,1
E3842,Kenneth Frederick,T1350,Machine Learning Basics,58,31,1
E663,Jonathan Davis,T1351,Consulting Essentials,70,78,0
E1514,Michael Richardson,T1352,DevOps with Docker,87,52,1
E3530,Brandon Richardson,T1353,DevOps with Docker,9,13,0
E3254,Carol Osborne,T1354,Node.js Masterclass,44,45,1
E2430,Michelle Barnes MD,T1355,Data Science Bootcamp,62,73,1
E2043,Michael Wright,T1356,React and Redux,73,20,1
E035,Tiffany Austin,T1357,Machine Learning Basics,1,30,0
E3383,Angel Lee,T1358,Data Science Bootcamp,2,66,1
E2570,Chad Drake,T1359,SQL Mastery,96,36,1
E753,Heather Johnson,T1360,Business Process Management,1,6,0
E1974,Jacob Crosby,T1361,DevOps with Docker,30,36,0
E3650,Sharon Miller,T1362,Full-Stack Web Development,38,8,0
E2582,Catherine White,T1363,Advanced JavaScript,65,23,1
E4728,Jeffrey Peters,T1364,Machine Learning Basics,37,34,0
E3832,Ashley Chandler,T1365,Data Science Bootcamp,7,27,0
E3963,Jeffrey Hernandez,T1366,Node.js Masterclass,15,98,1
E1549,Stacie Turner,T1367,Node.js Masterclass,3,35,0
E3548,John Garcia,T1368,SQL Mastery,3,33,0
E2168,Charles Adams,T1369,SQL Mastery,17,11,0
E1547,Mary Hughes,T1370,DevOps with Docker,21,42,0
E2845,Dr. Stephen Villarreal,T1371,Full-Stack Web Development,70,27,1
E707,Richard Pearson,T1372,Python for Data Analysis,80,97,1
E4462,John Jackson,T1373,Node.js Masterclass,14,38,0
E3601,Aaron Miller,T1374,SQL Mastery,0,70,0
E3880,John Gomez,T1375,SQL Mastery,35,33,0
E4078,Jeffrey Rodriguez,T1376,SQL Mastery,86,43,1
E611,Gabriel Evans,T1377,Node.js Masterclass,17,17,0
E1380,Jessica Bryant,T1378,React and Redux,16,9,0
E2827,Barbara Wyatt,T1379,React and Redux,34,29,0
E1808,Michael Hernandez,T1380,DevOps with Docker,14,15,0
E4080,Kelli Matthews,T1381,React and Redux,42,92,1
E1331,Robin Chen,T1382,Advanced Data Visualization,56,18,1
E1438,Erin Rogers PhD,T1383,DevOps with Docker,19,28,0
E1314,Michael Russell,T1384,Advanced Data Visualization,31,33,0
E4081,Stephen Lewis,T1385,Python for Data Analysis,32,17,0
E3881,Eric Gonzalez,T1386,Python for Data Analysis,21,25,0
E278,Carolyn Bryant,T1387,Node.js Masterclass,41,35,1
E176,Zachary Maynard,T1388,SQL Mastery,11,36,1
E4905,Erik Duncan,T1389,Client Relationship Management,29,34,0
E602,Brandon Thompson,T1390,Client Relationship Management,29,25,0
E2319,Thomas Smith,T1391,Consulting Essentials,9,75,1
E1529,Thomas Oliver,T1392,Project Management for Consultants,79,67,1
E2784,Sharon Thompson,T1393,DevOps with Docker,55,37,1
E3604,Christian Sparks,T1394,Business Process Management,72,70,1
E4870,April Anderson,T1395,Consulting Essentials,92,25,1
E672,Mark Robbins,T1396,Node.js Masterclass,54,47,1
E2157,Allison Newman,T1397,React and Redux,37,22,1
E333,Tiffany Peters,T1398,React and Redux,33,33,0
E1041,Michael Hatfield,T1399,Client Relationship Management,77,50,1
E3389,William Moody,T1400,SQL Mastery,9,20,0
E4756,Amy Brown,T1401,DevOps with Docker,11,33,1
E3529,Jeremy Adams,T1402,Consulting Essentials,37,34,0
E988,Kari Hensley,T1403,Advanced Data Visualization,19,19,1
E1041,Michael Hatfield,T1404,SQL Mastery,34,30,0
E5000,Charles Livingston,T1405,Data Science Bootcamp,50,15,0
E3021,Sarah Hicks,T1406,Machine Learning Basics,15,12,0
E1844,Stephen Coleman,T1407,Advanced JavaScript,89,68,1
E1385,Nathan Elliott,T1408,SQL Mastery,39,23,0
E1629,Christopher Leonard,T1409,React and Redux,81,87,1
E491,Jamie Fisher,T1410,SQL Mastery,20,6,0
E3467,Michael Proctor,T1411,Machine Learning Basics,12,38,0
E1059,Christopher Osborne,T1412,SQL Mastery,90,26,0
E419,Rebecca Anderson,T1413,Node.js Masterclass,6,23,0
E1675,Ashley Castro,T1414,Data Science Bootcamp,32,34,0
E3589,Donna Mendez,T1415,Data Science Bootcamp,2,28,1
E4638,Jennifer Roberts,T1416,Machine Learning Basics,17,25,0
E4040,Linda Jones,T1417,Node.js Masterclass,49,89,1
E1991,Chelsea Rodriguez,T1418,Project Management for Consultants,99,24,1
E3576,Courtney Padilla,T1419,Advanced Data Visualization,19,41,1
E1001,Lauren Williams,T1420,SQL Mastery,29,48,1
E2724,Jacob Rogers DDS,T1421,Machine Learning Basics,5,21,1
E3053,Jamie Williams,T1422,SQL Mastery,32,15,0
E451,Gary Ponce,T1423,React and Redux,34,1,0
E2828,Melissa Stone,T1424,Machine Learning Basics,22,29,0
E3659,Jason Hawkins,T1425,Financial Modeling,27,7,0
E2388,Samuel Myers,T1426,Full-Stack Web Development,15,28,0
E3349,Patricia Sullivan,T1427,Project Management for Consultants,26,23,0
E2199,Haley Rivers,T1428,Python for Data Analysis,38,37,0
E2938,Jeffrey Smith,T1429,Financial Modeling,78,66,1
E576,Jonathan Ross,T1430,Python for Data Analysis,35,28,0
E4491,Christopher Jones,T1431,Machine Learning Basics,53,53,1
E361,Calvin Brown,T1432,Node.js Masterclass,94,89,1
E2980,Jeanette Garcia,T1433,Full-Stack Web Development,19,0,0
E777,Danielle Moore,T1434,Advanced Data Visualization,83,78,1
E4372,Edward Watson,T1435,Machine Learning Basics,58,42,1
E1115,Michael Preston,T1436,Advanced JavaScript,77,86,0
E1992,Joseph Hayden,T1437,React and Redux,8,38,0
E4027,Richard Banks,T1438,Node.js Masterclass,31,10,0
E4802,Charles Duncan,T1439,Data Science Bootcamp,87,64,1
E1641,Mrs. Rebecca Beltran PhD,T1440,Project Management for Consultants,1,9,0
E3769,Rebecca Sandoval,T1441,Data Science Bootcamp,76,44,1
E4652,Alison Taylor,T1442,Data Science Bootcamp,33,3,0
E3920,Kayla Moore,T1443,React and Redux,20,20,0
E1629,Christopher Leonard,T1444,Data Science Bootcamp,17,34,0
E556,Haley Case,T1445,SQL Mastery,18,12,0
E3189,James Warner,T1446,Python for Data Analysis,25,29,0
E1658,Michael Jacobs,T1447,Advanced JavaScript,32,32,0
E4389,Chad Bowman,T1448,Client Relationship Management,74,85,0
E2506,Jennifer Baker,T1449,Full-Stack Web Development,34,32,0
E4767,Sergio Prince,T1450,Full-Stack Web Development,98,2,1
E1570,Albert Nash,T1451,Financial Modeling,7,31,1
E3800,Tamara Wood,T1452,Consulting Essentials,37,11,0
E3942,Evan Mendoza,T1453,Business Process Management,24,20,0
E3925,Jenny Carter,T1454,Advanced Data Visualization,5,42,1
E440,Louis Carroll,T1455,Node.js Masterclass,10,22,0
E774,David Lawrence,T1456,Node.js Masterclass,8,56,1
E758,Sarah Johnston,T1457,Machine Learning Basics,93,10,1
E3654,Billy Smith,T1458,Python for Data Analysis,49,77,1
E3627,George Castro,T1459,React and Redux,39,28,0
E2425,Samuel Barnett,T1460,Advanced Data Visualization,95,83,1
E4340,Michael Maldonado,T1461,Advanced JavaScript,2,10,0
E2285,Matthew Silva,T1462,Full-Stack Web Development,24,29,1
E4910,Carrie Greene,T1463,Machine Learning Basics,21,24,0
E2919,Amanda Boone,T1464,DevOps with Docker,17,98,1
E1959,Joshua Jennings,T1465,Advanced JavaScript,61,93,1
E450,Gina Williams,T1466,Client Relationship Management,5,2,0
E4820,Lisa Hunt,T1467,Client Relationship Management,58,42,1
E851,Michael Anthony,T1468,Project Management for Consultants,23,37,0
E662,Brian Leon,T1469,React and Redux,26,14,0
E1620,Chris Ray,T1470,Data Science Bootcamp,39,65,0
E1985,William Thomas,T1471,Business Process Management,95,1,1
E4689,Melvin Jimenez,T1472,Node.js Masterclass,2,12,0
E4690,Krista Walker,T1473,Full-Stack Web Development,93,6,1
E4198,Joanne Carter,T1474,Full-Stack Web Development,16,13,1
E3138,Timothy Day,T1475,Advanced JavaScript,0,30,0
E3453,Kristina Reynolds,T1476,SQL Mastery,17,15,0
E161,Jade Kent,T1477,Client Relationship Management,9,76,0
E2456,Anthony Mueller,T1478,React and Redux,5,31,0
E2804,Lindsay Faulkner,T1479,Node.js Masterclass,41,13,1
E554,Caleb Davis,T1480,SQL Mastery,36,22,0
E2624,Albert Hopkins,T1481,Node.js Masterclass,13,21,0
E459,Leah Lee DDS,T1482,SQL Mastery,47,61,1
E3287,Randy Martin,T1483,DevOps with Docker,85,99,1
E3917,Joanne Deleon,T1484,Python for Data Analysis,4,50,1
E287,Terry Moore,T1485,SQL Mastery,22,24,0
E4475,Dana English,T1486,Python for Data Analysis,34,29,1
E2282,Kayla May,T1487,Consulting Essentials,40,14,0
E1444,Laurie Yang,T1488,Python for Data Analysis,29,52,1
E1985,William Thomas,T1489,Advanced JavaScript,19,34,0
E978,Julie Conway,T1490,React and Redux,14,11,0
E1580,Trevor Hill,T1491,Data Science Bootcamp,39,26,0
E4057,Lacey Lynch,T1492,Business Process Management,7,38,0
E2787,Karen Macdonald,T1493,Financial Modeling,99,42,1
E2830,Timothy Hill,T1494,Advanced Data Visualization,1,14,0
E3425,Mary Holmes,T1495,Advanced JavaScript,32,15,0
E2432,Karen Wilson,T1496,Python for Data Analysis,13,3,0
E2654,Paul Carroll,T1497,Node.js Masterclass,33,15,0
E4269,Corey Jimenez Jr.,T1498,Business Process Management,7,4,0
E3230,David Davis,T1499,Advanced JavaScript,26,4,0
E409,Richard Brooks,T1500,Advanced JavaScript,29,68,1
E1719,Sonia Hoover,T1501,Financial Modeling,15,38,0
E1667,Nathan Ho,T1502,Project Management for Consultants,80,73,1
E934,Nathan Vazquez,T1503,Advanced Data Visualization,85,49,1
E328,Andrew Jimenez,T1504,Project Management for Consultants,67,53,1
E4018,Anthony Aguilar,T1505,DevOps with Docker,25,29,0
E019,Alexandria Smith,T1506,SQL Mastery,8,89,1
E1557,Daniel Johnson,T1507,SQL Mastery,75,67,1
E240,Timothy Harrington,T1508,SQL Mastery,0,45,1
E744,Christopher Hunt,T1509,SQL Mastery,44,78,1
E1803,Jose Salazar,T1510,Data Science Bootcamp,28,3,1
E1059,Christopher Osborne,T1511,DevOps with Docker,14,7,0
E2782,Samuel Austin,T1512,Advanced JavaScript,32,34,0
E4145,Sabrina Crosby,T1513,SQL Mastery,22,87,1
E887,Jennifer Burton,T1514,Business Process Management,11,78,1
E1659,Nicholas Gray,T1515,React and Redux,31,1,0
E3491,Wendy Choi,T1516,Advanced Data Visualization,79,94,1
E2004,Daniel Barnett,T1517,Financial Modeling,24,26,0
E755,Cody Roberts,T1518,Machine Learning Basics,100,63,1
E3720,Christopher Perez,T1519,DevOps with Docker,45,37,1
E3338,Scott Dixon,T1520,Machine Learning Basics,21,4,0
E2227,Grace Rubio,T1521,Advanced Data Visualization,11,4,0
E3594,Caitlin Gutierrez,T1522,Advanced Data Visualization,48,77,1
E3014,Kelly Peterson,T1523,Project Management for Consultants,12,27,0
E2508,Susan Bell,T1524,Advanced Data Visualization,40,10,1
E578,Roger Flynn,T1525,Client Relationship Management,38,8,0
E744,Christopher Hunt,T1526,Advanced Data Visualization,0,33,0
E1198,Andrew Moss,T1527,Node.js Masterclass,28,39,0
E2351,Benjamin Rodriguez,T1528,Advanced Data Visualization,39,21,0
E2874,Kathy Hopkins,T1529,SQL Mastery,3,14,0
E2682,Joanna Rios,T1530,SQL Mastery,12,8,0
E4544,Seth Gillespie,T1531,Machine Learning Basics,79,10,0
E1505,Elizabeth Braun,T1532,Machine Learning Basics,5,16,1
E2769,David Mann,T1533,Business Process Management,39,68,1
E674,Sarah Whitehead,T1534,Node.js Masterclass,97,88,1
E3855,Rachael Patterson,T1535,Python for Data Analysis,89,62,1
E622,Jordan Bray,T1536,Financial Modeling,40,4,0
E333,Tiffany Peters,T1537,Advanced Data Visualization,15,38,0
E4923,Douglas Kelly,T1538,Advanced Data Visualization,13,22,0
E1276,Brandon Shah,T1539,SQL Mastery,25,2,0
E668,Pamela Black,T1540,Data Science Bootcamp,6,20,0
E3119,Michael Smith,T1541,DevOps with Docker,30,19,0
E4802,Charles Duncan,T1542,React and Redux,17,5,0
E2868,Michael Wilkerson,T1543,Full-Stack Web Development,31,15,1
E485,David Dixon,T1544,Advanced JavaScript,59,31,1
E3736,Brian Walker,T1545,Project Management for Consultants,18,39,0
E4029,Sara Johnson,T1546,Data Science Bootcamp,11,40,0
E450,Gina Williams,T1547,Project Management for Consultants,92,69,1
E1827,Daniel Ramos,T1548,Python for Data Analysis,95,70,1
E378,Sarah Henderson,T1549,Financial Modeling,19,23,0
E774,David Lawrence,T1550,Python for Data Analysis,66,37,1
E4575,Anthony Allen,T1551,React and Redux,23,12,0
E3866,Matthew Smith,T1552,SQL Mastery,36,13,0
E2729,Ian Stevens,T1553,Python for Data Analysis,4,8,0
E2725,Amanda Reed,T1554,Business Process Management,27,0,0
E2784,Sharon Thompson,T1555,Node.js Masterclass,9,23,0
E344,Christopher Maxwell,T1556,Advanced JavaScript,7,9,0
E1660,Ebony Sanchez,T1557,Advanced Data Visualization,31,39,0
E3954,Kristen Jennings,T1558,DevOps with Docker,71,52,1
E2357,Ricky Steele,T1559,Python for Data Analysis,40,97,1
E522,Christopher Mendoza,T1560,Node.js Masterclass,20,5,1
E2999,Nicholas Carson,T1561,Data Science Bootcamp,30,83,1
E2510,Amanda Hawkins,T1562,Full-Stack Web Development,44,9,0
E1317,Kara Williams,T1563,React and Redux,77,77,1
E1488,Lisa Hill,T1564,Machine Learning Basics,5,48,1
E4635,Kelli Barron,T1565,Consulting Essentials,39,16,1
E2716,Steven Herrera,T1566,Client Relationship Management,77,60,1
E3957,Billy Woodard,T1567,Advanced JavaScript,59,69,1
E899,Shawna Clark,T1568,Data Science Bootcamp,13,51,1
E4396,Adam Harper,T1569,SQL Mastery,31,40,0
E4287,Tammy Moran,T1570,Client Relationship Management,24,29,0
E198,Paula Schmidt,T1571,Business Process Management,5,92,1
E375,Shannon Farmer,T1572,Business Process Management,85,49,1
E111,Susan Levy,T1573,DevOps with Docker,64,42,0
E3056,Patty Estrada,T1574,Full-Stack Web Development,13,84,0
E2079,Jeremy Stout,T1575,Data Science Bootcamp,87,52,1
E3617,Ryan Ayala,T1576,Financial Modeling,3,23,0
