emp_id,emp_name,department,designation,DOJ,age,experience,salary,no_of_promotions,education
E1133,Francisco Harris,Finance,Junior Developer,2012-03-22,23,0.0,32060.0,0.0,Bachelors
E1134,Thomas Bell,Engineering,Mid-level Developer,2013-02-25,31,6.0,57641.0,0.0,Bachelors
E1135,Dr. Donna Johnson MD,Sales,Senior Developer,2010-11-19,35,10.0,66699.0,3.0,Bachelors
E1136,Emily Ramirez,HR,Junior Developer,2004-10-11,23,0.0,34988.0,0.0,Masters
E1137,Deborah Simmons,Engineering,Mid-level Developer,2018-08-07,32,6.0,56973.0,3.0,MBA
E1138,Barbara Travis,Engineering,Manager,2017-05-12,42,20.0,112723.0,3.0,MBA
E1139,Samuel Graham,Sales,Senior Developer,2006-03-24,35,10.0,74763.0,1.0,MBA
E1140,Zachary Lopez,Sales,Junior Developer,2021-04-22,25,3.0,45968.0,0.0,Masters
E1141,Mr. Bradley Lyons,Marketing,Junior Developer,2016-07-21,27,,46747.0,2.0,Bachelors
E1142,Maria Moran,Engineering,Senior Developer,2009-05-27,36,10.0,66511.0,3.0,Masters
E1143,Michael Cruz,Engineering,Manager,2018-10-14,42,20.0,93283.0,2.0,MBA
E1144,Audrey Tucker,HR,Junior Developer,2019-04-16,28,4.0,39842.0,1.0,Bachelors
E1145,Stephanie Barron,Engineering,Mid-level Developer,2011-06-03,35,6.0,63698.0,2.0,MBA
E1146,Tina Gill,Engineering,Senior Developer,2015-10-01,36,10.0,59336.0,0.0,Bachelors
E1147,Eric Davis,HR,Mid-level Developer,2007-01-23,38,,76237.0,0.0,MBA
E1148,Christina Mills,Engineering,Junior Developer,2011-01-17,25,3.0,43273.0,1.0,Bachelors
E1149,Frank Ali,Engineering,Mid-level Developer,2011-11-13,30,6.0,77063.0,2.0,Bachelors
E1150,Matthew Donovan,Marketing,Manager,2010-08-10,49,20.0,99476.0,1.0,Bachelors
E1151,Melissa Lopez,Finance,Senior Developer,2004-11-02,36,10.0,73572.0,2.0,Masters
E1152,Allen Price,HR,Senior Developer,2022-07-25,43,11.0,83770.0,3.0,MBA
E1153,John Marshall,Engineering,Senior Developer,2019-04-11,37,10.0,76657.0,,MBA
E1154,Daniel Stanley,HR,Senior Developer,2014-08-24,46,11.0,111794.0,1.0,Bachelors
E1155,Angela Thomas,Sales,Junior Developer,2017-10-12,23,2.0,21361.0,0.0,Bachelors
E1156,Amy Martinez,Engineering,Junior Developer,2022-09-14,27,4.0,39298.0,1.0,MBA
E1157,Yvette Weaver,Sales,Mid-level Developer,2015-08-19,32,6.0,62101.0,1.0,MBA
E1158,Mary Crawford,Sales,Mid-level Developer,2018-02-17,34,6.0,58915.0,3.0,Masters
E1159,Ernest Thomas,Sales,Mid-level Developer,2012-10-24,38,6.0,62925.0,2.0,MBA
E1160,Aimee Mendoza,HR,Mid-level Developer,2008-02-23,33,6.0,61788.0,1.0,Bachelors
E1161,Scott Ortiz,Engineering,Senior Developer,2020-07-06,31,10.0,58195.0,3.0,Masters
E1162,Victor Huerta,HR,Manager,2014-02-25,49,20.0,107311.0,1.0,Masters
E1163,William King,Marketing,Manager,2011-04-17,49,20.0,83730.0,1.0,Bachelors
E1164,Ralph Dean,Sales,Senior Developer,2016-02-16,38,10.0,51042.0,3.0,Masters
E1165,Ryan Smith,Sales,Mid-level Developer,2012-09-21,25,5.0,48340.0,2.0,Masters
E1166,Russell Hartman,Sales,Manager,2008-03-25,41,20.0,105887.0,0.0,Masters
E1167,Roger King,HR,Manager,2021-11-19,40,20.0,107326.0,1.0,MBA
E1168,James Patterson,Finance,Senior Developer,2021-01-04,30,10.0,71953.0,1.0,Bachelors
E1169,Isabella Hatfield,Engineering,Mid-level Developer,2006-05-01,27,5.0,38596.0,3.0,Masters
E1170,Michael Pacheco,Marketing,Mid-level Developer,2009-08-12,34,6.0,78497.0,0.0,MBA
E1171,Brandon Parks,Engineering,Senior Developer,2007-08-12,47,11.0,111629.0,2.0,MBA
E1172,Jeffrey Smith,Finance,Senior Developer,2007-10-08,43,11.0,86408.0,1.0,Bachelors
E1173,Daniel Stewart,HR,Manager,2020-02-09,50,20.0,89197.0,2.0,Masters
E1174,Jacqueline Sanders,Sales,Manager,2009-09-21,48,20.0,99459.0,,MBA
E1175,Sarah Moon,Sales,Manager,2021-02-11,48,20.0,110893.0,0.0,Masters
E1176,Katherine Nguyen,Finance,Junior Developer,2006-01-01,28,3.0,40043.0,2.0,MBA
E1177,Michael Carney,Sales,Mid-level Developer,2023-09-03,35,6.0,63392.0,0.0,Bachelors
E1178,Chad Sherman,HR,Senior Developer,2018-01-15,38,10.0,55509.0,1.0,Masters
E1179,Debbie Hammond,Engineering,Senior Developer,2024-06-03,34,10.0,67423.0,0.0,Masters
E1180,Susan Garcia,Sales,Manager,2018-05-09,41,20.0,99654.0,0.0,MBA
E1181,Jason Stephenson,Sales,Senior Developer,2007-09-15,42,11.0,97166.0,1.0,Bachelors
E1182,Victoria Powell,Engineering,Senior Developer,2011-08-07,44,11.0,97237.0,0.0,Bachelors
E1183,Patricia Jackson,Finance,Senior Developer,2005-06-03,44,11.0,96740.0,1.0,MBA
E1184,Toni Moreno,Sales,Junior Developer,2006-12-22,25,4.0,45514.0,2.0,Bachelors
E1185,Nathan Rogers,Sales,Manager,2023-03-04,46,20.0,,0.0,MBA
E1186,Tina Cook,Engineering,Senior Developer,2020-06-03,35,,52962.0,3.0,Bachelors
E1187,Sarah Weeks,Engineering,Senior Developer,2007-02-16,34,10.0,54015.0,0.0,Masters
E1188,Colleen Martinez,Engineering,Manager,2019-07-10,47,20.0,80037.0,0.0,Masters
E1189,Donald Palmer,Marketing,Manager,2013-02-21,45,20.0,96370.0,3.0,Masters
E1190,Kevin Goodman,Sales,Mid-level Developer,2013-10-23,39,6.0,52768.0,1.0,MBA
E1191,Judith Baldwin,HR,Senior Developer,2020-04-07,42,11.0,115115.0,3.0,Bachelors
E1192,Casey Perez,Engineering,Junior Developer,2021-09-10,24,2.0,,,Masters
E1193,Mrs. Briana Harris,HR,Senior Developer,2014-08-12,33,10.0,51894.0,1.0,Masters
E1194,Michelle Ayala,Sales,Senior Developer,2019-05-07,50,11.0,88730.0,2.0,Bachelors
E1195,Zachary Phillips,Engineering,Mid-level Developer,2017-05-20,31,6.0,75643.0,3.0,MBA
E1196,Charles Mcintosh,Marketing,Junior Developer,2015-06-22,26,4.0,37221.0,0.0,Bachelors
E1197,Aimee Murray,HR,Mid-level Developer,2013-02-10,29,5.0,43524.0,3.0,MBA
E1198,Andrew Moss,HR,Mid-level Developer,2013-04-19,25,5.0,43860.0,3.0,Masters
E1199,Taylor Smith,Finance,Mid-level Developer,2017-03-22,36,6.0,,,Bachelors
E1200,Anita Wheeler,Marketing,Manager,2016-01-26,47,20.0,102557.0,3.0,Bachelors
E1201,Timothy Johnston,Finance,Senior Developer,2023-07-07,40,11.0,105521.0,0.0,Masters
E1202,Stefanie Gonzalez,Engineering,Senior Developer,2015-03-11,33,10.0,71722.0,1.0,Bachelors
E1203,Jacob Blackwell,Sales,Mid-level Developer,2021-02-10,27,5.0,37848.0,3.0,Masters
E1204,Daniel Butler,Marketing,Senior Developer,2021-04-06,40,11.0,110807.0,2.0,MBA
E1205,Michael Thomas,Marketing,Junior Developer,2009-09-14,23,,21844.0,0.0,MBA
E1206,Edwin Collins,Marketing,Senior Developer,2016-12-11,36,10.0,62910.0,0.0,Bachelors
E1207,Joshua Ford,Marketing,Mid-level Developer,2022-11-27,36,6.0,53019.0,1.0,MBA
E1208,Wayne Lang,Marketing,Manager,2008-10-17,42,20.0,81625.0,2.0,Bachelors
E1209,Jeffrey Sosa,Marketing,Manager,2008-10-23,43,20.0,87708.0,3.0,Masters
E1210,Donna Schneider,Engineering,Mid-level Developer,2020-04-01,38,6.0,67312.0,2.0,Masters
E1211,Joseph Parsons,HR,Manager,2020-01-17,44,20.0,104603.0,2.0,MBA
E1212,Kendra White,Marketing,Senior Developer,2017-05-24,35,10.0,50636.0,1.0,Masters
E1213,Tiffany Kerr,HR,Senior Developer,2011-11-11,30,10.0,56577.0,2.0,Bachelors
E1214,Joseph Good,Sales,Manager,2012-11-07,44,20.0,113749.0,1.0,Bachelors
E1215,Brittany Allen,Finance,Senior Developer,2005-12-23,30,10.0,70801.0,3.0,Bachelors
E1216,Jessica Malone,Marketing,Senior Developer,2007-06-29,39,10.0,77232.0,2.0,MBA
E1217,Christie Kim,Finance,Junior Developer,2020-05-23,27,3.0,49780.0,1.0,MBA
E1218,Olivia Macias,Marketing,Manager,2017-12-06,50,20.0,116080.0,0.0,MBA
E1219,David James,Sales,Mid-level Developer,2023-01-13,31,6.0,60644.0,2.0,Masters
E1220,Jenny Jackson,Finance,Junior Developer,2023-09-14,22,1.0,33696.0,0.0,Bachelors
E1221,Jacob Jennings,Finance,Junior Developer,2016-11-14,27,4.0,48405.0,1.0,MBA
E1222,Jennifer Glass DDS,Engineering,Senior Developer,2013-05-08,45,11.0,116164.0,2.0,Masters
E1223,Victor Snyder,Marketing,Senior Developer,2021-12-08,37,10.0,54401.0,1.0,Masters
E1224,Christopher Joseph,Engineering,Junior Developer,2005-07-28,26,3.0,40972.0,0.0,MBA
E1225,Daniel Castillo,Finance,Junior Developer,2005-03-15,22,1.0,31869.0,0.0,MBA
E1226,Jacob Murphy,Sales,Junior Developer,2011-08-28,28,4.0,37311.0,0.0,Masters
E1227,David Warner,Sales,Manager,2007-03-03,44,20.0,83125.0,2.0,Bachelors
E1228,Luis Nguyen,HR,Senior Developer,2009-06-05,30,10.0,66265.0,2.0,Bachelors
E1229,David Gill,Engineering,Senior Developer,2004-12-06,41,11.0,119183.0,0.0,Masters
E1230,Chelsea Martinez,Finance,Senior Developer,2023-07-11,39,10.0,74059.0,2.0,MBA
E1231,Samantha King,Sales,Junior Developer,2018-09-04,29,4.0,38789.0,3.0,Masters
E1232,Jacob Nguyen,Engineering,Manager,2004-12-16,46,20.0,109472.0,3.0,MBA
E1233,Autumn Shepherd,Finance,Senior Developer,2016-03-06,37,10.0,58063.0,2.0,Bachelors
E1234,Cristina Mclean,Sales,Mid-level Developer,2016-05-06,26,5.0,46354.0,2.0,Bachelors
E1235,Matthew Lawrence,Marketing,Manager,2011-01-04,49,20.0,116858.0,1.0,Bachelors
E1236,Robert Valdez,Finance,Mid-level Developer,2014-11-03,35,6.0,67978.0,0.0,MBA
E1237,Jonathan Keith,Engineering,Mid-level Developer,2022-08-24,25,5.0,43851.0,2.0,Masters
E1238,Erin Collins,Marketing,Manager,2018-11-22,40,20.0,87786.0,1.0,Masters
E1239,Nicholas Chaney,Finance,Senior Developer,2010-12-24,50,11.0,83342.0,2.0,Bachelors
E1240,Melissa Smith,HR,Junior Developer,2012-04-30,22,1.0,29921.0,0.0,Bachelors
E1241,Brittany Lynch,HR,Junior Developer,2012-02-18,22,2.0,28083.0,0.0,Masters
E1242,Jacob Romero,Sales,Senior Developer,2013-07-08,36,10.0,52216.0,3.0,Masters
E1243,Christopher Glass,Sales,Junior Developer,2010-08-01,22,0.0,30850.0,0.0,MBA
E1244,Michelle Harrison,Finance,Manager,2016-02-08,43,20.0,87087.0,2.0,Masters
E1245,Mr. Christian Mason,Sales,Mid-level Developer,2009-01-23,30,6.0,71493.0,1.0,Masters
E1246,Sandra Gross,HR,Senior Developer,2019-08-02,42,11.0,91669.0,1.0,Masters
E1247,Megan Moore,Finance,Junior Developer,2010-03-24,26,3.0,46002.0,0.0,Bachelors
E1248,Danielle Peterson,Finance,Mid-level Developer,2023-12-04,33,6.0,59079.0,2.0,Masters
E1249,Kristen Matthews,Engineering,Manager,2011-11-01,45,20.0,80177.0,0.0,MBA
E1250,James Pierce,HR,Manager,2022-08-04,48,20.0,97359.0,0.0,Bachelors
E1251,Joseph Walker,Sales,Senior Developer,2016-01-26,50,11.0,101917.0,2.0,MBA
E1252,Sarah Floyd,Engineering,Senior Developer,2011-10-26,41,11.0,86295.0,0.0,Bachelors
E1253,Alisha Wiley,HR,Junior Developer,2009-06-12,25,4.0,35020.0,2.0,Bachelors
E1254,David Moon,HR,Senior Developer,2019-11-19,44,11.0,115965.0,,Masters
E1255,Danny Powell,Engineering,Junior Developer,2010-12-31,25,4.0,39158.0,2.0,Masters
E1256,Michelle Andersen,Finance,Senior Developer,2011-11-18,39,10.0,52945.0,2.0,MBA
E1257,Ashley Holt,Finance,Junior Developer,2018-04-03,22,2.0,27573.0,0.0,Masters
E1258,Christopher Avila,HR,Junior Developer,2017-04-13,25,4.0,41676.0,0.0,Bachelors
E1259,Mckenzie Reyes,Sales,Mid-level Developer,2013-10-15,33,6.0,51832.0,2.0,Masters
E1260,Douglas Larson,Engineering,Manager,2020-04-11,47,20.0,109313.0,3.0,MBA
E1261,Julie Wallace,Marketing,Manager,2018-02-16,50,20.0,96373.0,2.0,Masters
E1262,Linda Bright,Marketing,Junior Developer,2007-08-21,27,4.0,35086.0,0.0,MBA
E1263,Sandra Smith,Engineering,Senior Developer,2016-12-27,46,11.0,108937.0,0.0,Masters
E1264,Dr. David Dickson MD,Finance,Senior Developer,2005-11-29,48,11.0,87322.0,0.0,Masters
E1265,Jessica Soto,Finance,Junior Developer,2023-01-21,29,3.0,43342.0,1.0,Bachelors
E1266,Allison Cherry,Sales,Senior Developer,2004-12-05,43,11.0,87462.0,2.0,Bachelors
E1267,Julia Allen,HR,Senior Developer,2015-04-06,39,10.0,50335.0,1.0,Bachelors
E1268,John Jacobson,HR,Senior Developer,2011-11-06,37,10.0,62064.0,1.0,Masters
E1269,Philip Wells,Sales,Manager,2004-10-21,48,20.0,117876.0,1.0,Bachelors
E1270,Danielle Odonnell,Marketing,Mid-level Developer,2017-04-11,25,,39283.0,3.0,Bachelors
E1271,Stephanie Munoz,HR,Manager,2024-09-05,50,20.0,89414.0,2.0,Bachelors
E1272,Robert Stevens,Finance,Mid-level Developer,2021-03-04,37,6.0,72152.0,3.0,Bachelors
E1273,Michael Beltran,Engineering,Senior Developer,2019-06-11,47,11.0,106923.0,3.0,Bachelors
E1274,Justin Sanchez,Engineering,Manager,2011-12-08,40,20.0,93846.0,1.0,MBA
E1275,Jerome James,Sales,Senior Developer,2006-08-03,30,10.0,64641.0,0.0,MBA
E1276,Brandon Shah,Sales,Senior Developer,2014-12-13,46,11.0,80307.0,3.0,MBA
E1277,Amy Rocha,Sales,Mid-level Developer,2014-04-28,34,6.0,53994.0,1.0,Masters
E1278,Brianna Cohen,Finance,Mid-level Developer,2011-05-21,30,6.0,70171.0,1.0,Masters
E1279,Dustin Oconnor,HR,Senior Developer,2023-09-13,33,10.0,66905.0,3.0,Masters
E1280,Debra Jordan,Sales,Junior Developer,2009-07-23,24,2.0,26400.0,0.0,Bachelors
E1281,Heather Mcclure,Marketing,Senior Developer,2011-08-14,44,11.0,106596.0,1.0,MBA
E1282,Kirsten Campbell,Finance,Senior Developer,2024-03-02,41,11.0,101516.0,3.0,Bachelors
E1283,Danielle Pierce,Engineering,Senior Developer,2008-05-11,38,10.0,67825.0,2.0,Bachelors
E1284,Michael Alexander,Marketing,Junior Developer,2006-07-17,25,4.0,40942.0,3.0,MBA
E1285,Paul Griffith,Engineering,Manager,2008-05-02,49,20.0,89333.0,2.0,MBA
E1286,Mark Griffin,Marketing,Junior Developer,2009-04-05,24,0.0,33256.0,,MBA
E1287,Michael Smith,Sales,Senior Developer,2020-09-05,43,11.0,88546.0,3.0,MBA
E1288,Katrina Smith,Engineering,Mid-level Developer,2019-06-25,36,6.0,52375.0,1.0,Bachelors
E1289,Michael Gomez,Sales,Manager,2018-08-02,42,20.0,118339.0,3.0,MBA
E1290,Peter Little,HR,Senior Developer,2011-09-27,44,11.0,85404.0,0.0,MBA
E1291,Stephen Bell,HR,Senior Developer,2012-08-31,36,10.0,54142.0,3.0,Bachelors
E1292,Chloe Hood,Engineering,Manager,2017-03-02,50,20.0,110618.0,1.0,Bachelors
E1293,Becky Rivera,Sales,Senior Developer,2020-07-20,42,11.0,96293.0,2.0,Masters
E1294,Sara Roberts,Sales,Mid-level Developer,2022-10-27,33,6.0,74302.0,1.0,Masters
E1295,Jason Thomas,Sales,Mid-level Developer,2024-02-20,29,5.0,49509.0,2.0,Bachelors
E1296,James Martinez,HR,Mid-level Developer,2015-10-14,32,6.0,57364.0,0.0,MBA
E1297,Jeffrey Nunez,Marketing,Senior Developer,2005-03-04,50,11.0,94930.0,0.0,Bachelors
E1298,Katrina Davis,Engineering,Junior Developer,2017-04-06,24,2.0,29364.0,0.0,Masters
E1299,Alyssa Johnson,HR,Manager,2013-04-17,49,20.0,95134.0,2.0,Masters
E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11.0,97704.0,3.0,MBA
E1301,Mark Johnson,HR,Mid-level Developer,2021-06-26,30,6.0,59507.0,2.0,Masters
E1302,Alan James,HR,Mid-level Developer,2008-10-04,26,5.0,48950.0,1.0,MBA
E1303,Nathaniel Jones,Finance,Junior Developer,2023-12-17,22,2.0,26326.0,0.0,Masters
E1304,Garrett Chapman,Marketing,Senior Developer,2005-05-27,49,11.0,105395.0,0.0,Masters
E1305,Christine Hooper,HR,Mid-level Developer,2023-12-07,32,6.0,63148.0,3.0,Bachelors
E1306,Anne Torres,Sales,Senior Developer,2021-10-31,41,11.0,80875.0,1.0,Masters
E1307,Jennifer Gibson,Marketing,Senior Developer,2004-12-19,46,11.0,82559.0,3.0,MBA
E1308,Susan Miranda,Marketing,Senior Developer,2023-01-15,42,11.0,112464.0,3.0,Masters
E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4.0,43976.0,3.0,Masters
E1310,Carlos Edwards,Finance,Senior Developer,2005-06-16,40,11.0,99461.0,2.0,Masters
E1311,Monica Morrison,Engineering,Manager,2022-05-12,50,20.0,91454.0,0.0,MBA
E1312,Drew Jones,HR,Mid-level Developer,2014-12-21,30,6.0,53727.0,,MBA
E1313,Kristina Barry,Finance,Mid-level Developer,2010-12-11,37,6.0,52805.0,2.0,Bachelors
E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6.0,69667.0,3.0,MBA
E1315,Jason Thompson,Sales,Junior Developer,2007-03-27,22,1.0,21342.0,0.0,MBA
E1316,Brittany Bowers,Finance,Manager,2010-04-12,42,20.0,89578.0,0.0,Bachelors
E1317,Kara Williams,HR,Senior Developer,2016-03-02,49,11.0,112455.0,1.0,Masters
E1318,Kristen Romero,Marketing,Junior Developer,2017-10-29,23,1.0,20735.0,0.0,Bachelors
E1319,Cory Glass,Marketing,Mid-level Developer,2007-01-01,26,5.0,43887.0,2.0,Masters
E1320,Morgan Sherman,HR,Manager,2018-09-24,43,20.0,110966.0,1.0,MBA
E1321,Andrew Robertson,Sales,Mid-level Developer,2005-02-03,32,6.0,75849.0,0.0,MBA
E1322,Erik Orozco DDS,Engineering,Senior Developer,2023-01-02,49,11.0,104795.0,2.0,MBA
E1323,Katherine Washington,Engineering,Manager,2022-10-24,45,20.0,80779.0,2.0,Masters
E1324,Andrea Johnson,HR,Mid-level Developer,2015-09-25,30,6.0,58651.0,,MBA
E1325,Kevin Manning,Engineering,Junior Developer,2005-01-01,29,3.0,44544.0,0.0,Bachelors
E1326,Crystal Pineda,Sales,Mid-level Developer,2020-12-26,25,5.0,36205.0,0.0,MBA
E1327,Terry Valentine,HR,Junior Developer,2023-09-05,26,4.0,37894.0,3.0,MBA
E1328,Andrew Simmons,Finance,Senior Developer,2016-08-20,47,11.0,92761.0,0.0,MBA
E1329,Daniel Williams,Finance,Senior Developer,2011-03-28,30,10.0,62259.0,2.0,Masters
E1330,Sarah Washington,Marketing,Junior Developer,2005-08-18,29,4.0,42168.0,3.0,Bachelors
E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1.0,31012.0,0.0,MBA
E1332,Abigail Jones,Engineering,Senior Developer,2023-05-11,43,11.0,105806.0,1.0,Bachelors
E1333,Kevin Chapman,Finance,Senior Developer,2012-09-24,37,10.0,60899.0,2.0,Masters
E1334,Kelly May,Sales,Mid-level Developer,2012-11-02,35,6.0,54066.0,2.0,Bachelors
E1335,Ashley Johnson,Engineering,Junior Developer,2007-10-21,27,3.0,,3.0,Masters
E1336,Jennifer Baker,Finance,Mid-level Developer,2010-05-17,31,6.0,53531.0,3.0,MBA
E1337,Andrew Martin,HR,Senior Developer,2010-04-23,47,11.0,111348.0,3.0,MBA
E1338,Walter Smith,Finance,Junior Developer,2023-05-08,23,2.0,32899.0,0.0,Masters
E1339,Kathryn Perez,HR,Manager,2017-09-08,47,20.0,104526.0,0.0,MBA
E1340,Ronnie Williams,Engineering,Junior Developer,2019-07-30,25,3.0,47716.0,2.0,Bachelors
E1341,Tammy Martinez,Finance,Senior Developer,2013-02-23,31,10.0,63159.0,1.0,Bachelors
E1342,Shane Fowler,Finance,Senior Developer,2013-01-05,48,11.0,82579.0,2.0,Masters
E1343,Tamara Edwards,Finance,Senior Developer,2016-07-14,43,11.0,102805.0,3.0,Masters
E1344,Barbara Barnett,HR,Senior Developer,2010-02-11,34,10.0,71157.0,2.0,Masters
E1345,George Peterson,HR,Manager,2021-06-12,48,20.0,,2.0,Bachelors
E1346,Jonathan Smith,Finance,Junior Developer,2023-02-10,25,3.0,48816.0,1.0,MBA
E1347,Victor Woods,Sales,Mid-level Developer,2015-07-04,37,6.0,72866.0,2.0,MBA
E1348,Michael Jordan,Marketing,Junior Developer,2009-06-15,26,3.0,37191.0,0.0,Masters
E1349,Amanda Decker,Marketing,Manager,2009-12-12,49,20.0,87047.0,0.0,MBA
E1350,Craig Ruiz,Finance,Mid-level Developer,2008-03-01,34,6.0,65811.0,0.0,Masters
E1351,Amanda Quinn,Marketing,Senior Developer,2012-03-29,42,11.0,105763.0,0.0,MBA
E1352,Logan Edwards,Engineering,Manager,2019-05-25,42,20.0,89333.0,0.0,MBA
E1353,Melissa Fowler,Engineering,Senior Developer,2015-08-29,42,11.0,117394.0,1.0,MBA
E1354,Paul Barron,Finance,Manager,2010-02-15,45,20.0,,1.0,Bachelors
E1355,Julie Hodges,Marketing,Junior Developer,2007-04-26,25,4.0,,2.0,MBA
E1356,Rita Andersen,HR,Junior Developer,2016-12-14,28,3.0,43930.0,1.0,Bachelors
E1357,Katherine Perez,Finance,Senior Developer,2008-01-23,30,10.0,61730.0,1.0,MBA
E1358,Allison Salazar,Engineering,Junior Developer,2007-05-05,25,4.0,35871.0,1.0,Bachelors
E1359,Crystal Berry,HR,Manager,2021-04-29,44,,104579.0,3.0,Bachelors
E1360,Manuel Thompson,Finance,Senior Developer,2007-09-22,41,11.0,82633.0,2.0,Bachelors
E1361,David Rose,Engineering,Manager,2010-12-12,48,20.0,85830.0,1.0,Bachelors
E1362,Edward Johnston,Marketing,Senior Developer,2004-11-25,46,11.0,111837.0,1.0,Masters
E1363,Rebecca Kennedy,HR,Senior Developer,2012-01-23,47,11.0,105456.0,3.0,Bachelors
E1364,Roy Sanchez,HR,Senior Developer,2018-04-18,42,11.0,113480.0,3.0,MBA
E1365,Alexander Gillespie,HR,Junior Developer,2007-12-14,22,0.0,21927.0,0.0,Masters
E1366,Bryan Nelson,Marketing,Junior Developer,2015-03-27,24,0.0,28596.0,0.0,MBA
E1367,Adam Bennett,Marketing,Mid-level Developer,2006-10-21,26,5.0,45870.0,0.0,Bachelors
E1368,Jeffrey Wheeler,Engineering,Senior Developer,2022-10-10,34,10.0,66789.0,3.0,Masters
E1369,Jennifer Brooks,HR,Mid-level Developer,2019-07-02,38,6.0,76288.0,0.0,Bachelors
E1370,Stephen Robinson,Marketing,Mid-level Developer,2023-11-09,27,5.0,39257.0,3.0,Bachelors
E1371,Joshua Allen,HR,Junior Developer,2024-07-16,22,2.0,24970.0,0.0,Masters
E1372,David Palmer,Marketing,Junior Developer,2019-11-13,22,2.0,30120.0,0.0,Bachelors
E1373,Valerie Johnson,Engineering,Senior Developer,2022-04-27,39,10.0,54197.0,0.0,Bachelors
E1374,William Ferrell,Marketing,Manager,2020-06-23,47,20.0,104009.0,3.0,MBA
E1375,Robert Jackson,Sales,Senior Developer,2022-04-03,39,10.0,79750.0,0.0,Bachelors
E1376,Charles Doyle,Engineering,Mid-level Developer,2006-09-25,35,6.0,53350.0,0.0,MBA
E1377,Jacob Nguyen,Marketing,Mid-level Developer,2014-10-19,25,5.0,37383.0,2.0,Bachelors
E1378,Bethany Peters,HR,Mid-level Developer,2006-04-12,39,6.0,76238.0,2.0,MBA
E1379,Meghan Smith,Sales,Mid-level Developer,2006-06-01,35,6.0,61218.0,3.0,Masters
E1380,Jessica Bryant,Sales,Junior Developer,2010-09-20,22,1.0,32923.0,0.0,MBA
E1381,Adam Ramos,Finance,Senior Developer,2005-03-02,44,11.0,113823.0,1.0,Masters
E1382,Joshua Burton,Engineering,Mid-level Developer,2007-09-02,34,,62010.0,0.0,MBA
E1383,Mary Jones,Finance,Junior Developer,2021-07-07,26,4.0,48828.0,0.0,Masters
E1384,Rhonda Webb,Finance,Junior Developer,2015-04-24,22,2.0,26893.0,0.0,Bachelors
E1385,Nathan Elliott,Sales,Senior Developer,2022-09-23,34,10.0,58894.0,3.0,Bachelors
E1386,Dr. Billy Ferguson,HR,Junior Developer,2016-05-12,27,4.0,47437.0,2.0,MBA
E1387,Natalie Gomez,Sales,Senior Developer,2021-03-07,49,11.0,119979.0,1.0,MBA
E1388,Melissa Simpson,Engineering,Mid-level Developer,2018-02-21,36,6.0,51122.0,2.0,Bachelors
E1389,Shaun Hess,Sales,Mid-level Developer,2018-12-24,35,6.0,61092.0,0.0,Masters
E1390,Emily Griffith,Finance,Junior Developer,2009-06-22,23,1.0,25520.0,0.0,MBA
E1391,Megan Bell,Marketing,Manager,2016-11-16,44,20.0,110585.0,3.0,Masters
E1392,Megan Nelson,HR,Junior Developer,2009-08-05,25,4.0,40599.0,2.0,MBA
E1393,Ashley Nichols,HR,Junior Developer,2011-03-07,23,2.0,28727.0,0.0,MBA
E1394,James Watkins,Engineering,Junior Developer,2011-03-11,24,1.0,22487.0,0.0,MBA
E1395,Warren Hahn,Engineering,Mid-level Developer,2017-03-04,34,,52572.0,0.0,Bachelors
E1396,Ronald Henderson,Sales,Senior Developer,2017-02-19,39,10.0,69444.0,2.0,Bachelors
E1397,Sandy Jacobs,Engineering,Junior Developer,2022-11-28,26,3.0,39153.0,0.0,MBA
E1398,Michael Hanson,HR,Mid-level Developer,2022-09-20,35,6.0,73460.0,0.0,MBA
E1399,Brandon Carter,Sales,Senior Developer,2018-08-07,37,10.0,51344.0,2.0,MBA
E1400,Douglas Miller,Sales,Senior Developer,2009-01-25,46,11.0,104824.0,3.0,Masters
E1401,Victor Hunt,Engineering,Mid-level Developer,2010-11-07,39,6.0,77345.0,1.0,Bachelors
E1402,Allison Gallagher,Sales,Senior Developer,2006-10-30,40,11.0,118426.0,2.0,Masters
E1403,Michael Garcia,Marketing,Senior Developer,2017-11-01,47,11.0,83918.0,1.0,MBA
E1404,Rebecca Fernandez,Marketing,Senior Developer,2015-03-20,31,10.0,57141.0,3.0,Bachelors
E1405,Janice Riley,Sales,Senior Developer,2021-06-22,48,11.0,96333.0,0.0,Bachelors
E1406,Diane Robinson,Marketing,Manager,2020-11-19,42,20.0,118079.0,1.0,Bachelors
E1407,Carlos Padilla,Sales,Senior Developer,2018-09-11,30,10.0,59173.0,1.0,Masters
E1408,Dana Kelley,Finance,Manager,2024-02-02,46,20.0,107481.0,3.0,Bachelors
E1409,Ashley Klein MD,HR,Junior Developer,2010-06-19,27,4.0,45210.0,2.0,Bachelors
E1410,David Morales,Finance,Manager,2023-03-04,50,20.0,91271.0,0.0,Masters
E1411,Katherine Johnson,Sales,Manager,2006-07-03,46,20.0,106059.0,2.0,Masters
E1412,Gary Carlson,Marketing,Mid-level Developer,2007-01-30,35,6.0,60124.0,1.0,Bachelors
